"No.","Date","Genre","Bibl","Hit"
"73","1961-12-29","Zeitung","Die Zeit, 29.12.1961","Diese Fragen beschäftigten die Wissenschaftler aus vielen Nationen, als sie Ende August in Rom zusammenkamen."
"74","1954-05-13","Zeitung","Die Zeit, 13.05.1954","Er sagte, die Vereinigten Staaten sollten sich weniger um die Interessen und Empfindlichkeiten anderer Nationen kümmern, die Schwäche der UNO in Rechnung ziehen und sollten insbesondere in Korea allein vorgehen - go it alone."
"75","1969-03-28","Zeitung","Die Zeit, 28.03.1969","Die Insel der 6000 Seelen ist nämlich bereits ein Tagesordnungspunkt für den Kolonialausschuß der Vereinten Nationen."
"76","1968-07-12","Zeitung","Die Zeit, 12.07.1968","Gewiß kann man die Tendenzen einer Nation oder eines Zeitalters nicht an einem einzigen Ereignis ablesen."
"77","1953-11-12","Zeitung","Die Zeit, 12.11.1953","Wir vergessen nicht, welche Hilfe die schwedische Nation, das schwedische Rote Kreuz dem deutschen Volk in seiner ärgsten Not zuteil werden ließ."
"78","1946-08-22","Zeitung","Die Zeit, 22.08.1946","Wir betrachten die eigene Nation als das Zentrum unseres politischen Universums, als den unverrückbaren festen Punkt, um den sich die übrige Welt dreht."
"79","1962-08-31","Zeitung","Die Zeit, 31.08.1962","Bei seinem Versuch, am 18. September Präsident der UN-Vollversammlung zu werden, ist der Chef der ceylonesischen Delegation bei den Vereinten Nationen, Gunapala P. Malalasekera, schon auf halbem Wege steckengeblieben."
"80","1969-03-14","Zeitung","Die Zeit, 14.03.1969","""Gott schütze Ahidjo"" steht in großen, roten Lettern auf der Wand des Stadions in Jaunde, genau gegenüber der hölzernen Präsidentenloge, an der zu Festtagen die Formationen der Armee und der Stämme vorüberziehen, um dem ""Vater der Nation"", dem ""Vater des Vaterlandes"" ihre Reverenz zu erweisen."
"81","1955-08-18","Zeitung","Die Zeit, 18.08.1955","Politische, Wissenschaftliche und wirtschaftliche Überlegungen haben diese Unzahl von Nationen in Genf an einen Tisch gebracht."
"82","1966-11-18","Zeitung","Die Zeit, 18.11.1966","Am Ende des Berichtzeitraumes steht dann eine andere, vom ursprünglichen Modell der Kollektiven Sicherheit deutlich unterschiedene ""Gestalt"": der alle Nationen umfassende kollektive Ansatz ist verkümmert zu einer nur noch lahmen Teilnahme an den Vereinten Nationen; ein neues, engeres Sicherheitssystem von Militärpakten war entstanden, mit dessen Hilfe die Vereinigten Staaten die Handlungs-und Entscheidungsfreiheit ihrer Bündnispartner so ""umstellt"" hatten, daß sie dem amerikanischen Führungsanspruch nicht gefährlich werden oder den Ausbruch in das sowjetisch beherrschte System nicht wagen konnten."
"83","1959-05-15","Zeitung","Die Zeit, 15.05.1959","Neben den Amerikanern, die den begehrten Preis der Nationen gewannen, und den Italienern, die auf heimischem Boden besonders erfolgreich waren, brillierten vornehmlich auch die deutschen Reiter."
"84","1959-12-18","Zeitung","Die Zeit, 18.12.1959","Gelehrte vieler Nationen wurden aus verschiedenen Lagern zusammengesucht und im Block 50 des Lagers Buchenwald beschäftigt Übrigens hat der Umbau des Blocks 50, wie Dr. Ding Schuler sagte, etwa eine Million Mark gekostet."
"85","1947-01-16","Zeitung","Die Zeit, 16.01.1947","Ich glaube fest daran, daß Deutschland in kommenden Generationen wieder seinen Platz einnehmen wird im Kreise der Nationen, andere Völker achtet und selbst geachtet wird."
"86","1966-06-17","Zeitung","Die Zeit, 17.06.1966","Sind sie Kitt der jungen Nationen - oder Permente der Gärung und des Umsturzes?"
"87","1947-07-17","Zeitung","Die Zeit, 17.07.1947","Der anglofranzösische Plan, der als Grundlage dienen soll für die Zusammenarbeit aller europäischen Staaten an einem gemeinsamen Wiederaufbau, wurde von Molotow auf der ersten Pariser Konferenz abgelehnt, weil er einen Eingriff in die Souveränität der beteiligten Nationen bedeute und daher undemokratisch sei."
"88","1967-09-29","Zeitung","Die Zeit, 29.09.1967","Ist es heute wirklich so unvorstellbar, die Sicherheit Berlins weniger auf Bajonette und Panzer als etwa auf eine Garantie durch die Vereinten Nationen und darauf zu gründen, daß Teile ihrer Organe ihren Sitz nach Berlin verlegen?"
"89","1960-01-22","Zeitung","Die Zeit, 22.01.1960","Wer hätte sich noch vor wenigen Jahren träumen lassen, daß die Investitur des Präsidenten der oft belächelten ""Negerrepublik"" für die Großmächte der Welt und viele andere Nationen Anlaß sein könnte, Delegationen nach Monrovia zu entsenden."
"90","1965-12-31","Zeitung","Die Zeit, 31.12.1965","Dieser Vision entsprang auch die Konzeption der UN, der Vereinten Nationen."
"91","1949-02-17","Zeitung","Die Zeit, 17.02.1949","Der französische Delegierte Garreau hat den Treuhänderrat der Vereinten Nationen aufgefordert, keine Anträge von Deutschen mehr zu bearbeiten, die in die ehemalig deutschen, heute unter UNO-Treuhänderschaft stehenden Kolonien zurückkehren wollen."
"92","1956-01-12","Zeitung","Die Zeit, 12.01.1956","Die kontinentalen europäischen Nationen sehen schon jetzt, daß jede für sich allein nicht stark genug für die Lösung der hier liegenden zukünftigen Aufgaben ist."
"93","1967-05-26","Zeitung","Die Zeit, 26.05.1967","Vor einem Menschenalter war Deutschland die gefährlichste Nation; heute sind wir es in oftmals derselben Hinsicht."
"94","1958-09-18","Zeitung","Die Zeit, 18.09.1958","Irgendwelche Vorherrschaftsgelüste liegen den Japanern fern, doch ist es unausbleiblich, daß ihnen als relativ reiches und zunehmend unabhängiges asiatisches Volk, das eher in europäischen als in indischen Begriffen denkt, bald eine ungemein wichtige Rolle in den Vereinten Nationen zufallen wird."
"95","1958-12-18","Zeitung","Die Zeit, 18.12.1958","Die Erkenntnis hat sich durchgesetzt, daß bestimmte Probleme innerhalb der Vereinten Nationen eben nicht gelöst werden können."
"96","1960-05-06","Zeitung","Die Zeit, 06.05.1960","Abgesehen von den gegenwärtig 82 Mitgliedern der Vereinten Nationen - unter deren Auspizien die Konferenz einberufen wurde - waren noch einige Nichtmitglieder, die gewissen Sonderorganisationen der UNO angehören, eingeladen worden, nämlich die Bundesrepublik, der Vatikan, Südkorea, Monako, San Marino, die Schweiz und Südvietnam, von denen allerdings eines auf die Teilnahme verzichtete."
"97","1967-10-27","Zeitung","Die Zeit, 27.10.1967","Wer Regieanweisungen zu historischen Essays ausweitet, wer Ergebnisse seiner Privatstudien in Artikeln und Interviews ausbreitet, wer auf Pressekonferenzen mit dem Anspruch des Besserwissenden Behauptungen aufstellt, die das Geschichtsbild einer ganzen Nation ins Wanken bringen - der darf sich über Kritik nicht beklagen."
"98","1965-01-08","Zeitung","Die Zeit, 08.01.1965","Beide Häuser des amerikanischen Kongresses spendeten Präsident Johnson lebhaften Beifall, als er in seiner Botschaft zur ""Lage der Nation"" die neuen Führer der Sowjetunion zu einem Besuch in die Vereinigten Staaten einlud, damit sie sich aus erster Hand ein Bild dieses Landes machen könnten."
