"No.","Date","Genre","Bibl","Hit"
"37","1984-02-03","Zeitung","Die Zeit, 03.02.1984","""Die Spione bei den Vereinten Nationen leben flott in New Yorker Restaurants."""
"38","1984-10-26","Zeitung","Die Zeit, 26.10.1984","Schon gar nicht darf dies bei einem Mann geschehen, der sich in allen seinen Schriften und Reden stets als Moralapostel der Nation aufgeführt hat."
"39","1981-02-06","Zeitung","Die Zeit, 06.02.1981","Tatsächlich aber hatte er - gefragt, wie sich der Begriff von der ""Einheit in der Nation"" mit Inhalt füllen lasse - lediglich taktisch überlegt, wir müßten ""möglicherweise sogar darauf verzichten, den Begriff der Nation weiter zu verwenden""."
"40","1979-01-26","Zeitung","Die Zeit, 26.01.1979","Politische Symbole, die für Europa und die abendländische Entwicklung selbstverständlich und wesentlich sind - wie beispielsweise ""Revolution"", ""Freiheit"", ""Nation"" oder ""Kultur"" -, sind auf den muslimischen Orient nicht ohne weiteres übertragbar."
"41","1983-02-25","Zeitung","Die Zeit, 25.02.1983","Wenn es Indira Gandhi nicht bald gelingt, der Regierung wieder mehr Respekt zu verschaffen, kann der wachsende Regionalismus zu einer großen Gefahr für die indische Nation werden."
"42","1978-12-15","Zeitung","Die Zeit, 15.12.1978","Die junge Armee befand sich anderthalb Jahre nach der Vereidigung der ersten Soldaten in Koblenz - immer noch im Aufbau -, mißtrauisch, bisweilen feindselig von der Nation betrachtet, die sich noch immer weithin ihrer ""Ohne-mich-Stimmung"" hingab."
"43","1975-05-02","Zeitung","Die Zeit, 02.05.1975","""Falls künftig ein Krieg ausbricht oder es in Südkorea zu einer Revolution kommt"", sagte er, ""dann sollten wir dies für die Ziele unserer Revolution ausnutzen, das Land vereinen und der Revolution in der ganzen Nation zum Sieg verhelfen."""
"44","1988-09-16","Zeitung","Die Zeit, 16.09.1988","Die Historiker im Gefolge Fernand Braudels, die mit ihrer Erforschung der ""langen Zyklen"", mit Klimageschichte und Mentalitätsgeschichte (mit der Ergründung der ""unbeweglichen Geschichte"", wie einer ihrer Vertreter, Emmanuel Le Roy Ladurie, provokativ formuliert), längst die französischen Curricula bestimmen und hier Erfolge zeigen, lassen den Anhängern einer Nationalgeschichte die Haare zu Berge stehen: Jubiläumsdaten und Persönlichkeiten, die großen Ereignisse einer großen europäischen Nation werden hier zum ""unerträglich Pathetischen"" in einer Geschichte, die mit Jahrtausenden rechnet."
"45","1972-02-04","Zeitung","Die Zeit, 04.02.1972","Mehr noch als Sport und Tourismus stehen derzeit in Sapporo auf dem Spiel: die Zukunft einer ganzen Region und nicht zuletzt das Prestige der gesamten Nation."
"46","1982-11-19","Zeitung","Die Zeit, 19.11.1982","Der Führer der islamischen Nation, Imam Chomeini, läßt sich durch nationale Grenzen nicht einengen"", meinte der iranische Staatspräsident, Ali Khamenei, ominös."
"47","1977-10-28","Zeitung","Die Zeit, 28.10.1977","Schon deswegen kann man ihn nicht mit den Slawophilen des neunzehnten Jahrhunderts vergleichen, die im Unterschied zu den ""Westlern"" Rußlands Erneuerung einzig als Rückbesinnung auf die Traditionen der russischen Nation und des orthodoxen Glaubens verstanden und ihre Vergangenheit gründlich kannten, ja ganz aus ihr lebten, auch wenn, oder gerade wenn sie diese verschönerten und mythisierten."
"48","1981-03-06","Zeitung","Die Zeit, 06.03.1981","Als dann die Aufklärung die Souveränität des Volkes verkündete, wurde der König aus dem Zentrum der Nation verdrängt."
"49","1977-12-16","Zeitung","Die Zeit, 16.12.1977","Ihnen gegenüber steht die Dritte Welt mit über siebzig Prozent der Weltbevölkerung - dazu gehören die ""unterjochten Nationen"" (Kolonialvölker wie in Südafrika), die ""unterdrückten Länder"" (unterentwickelt, ehedem von Kolonialmächten beherrscht, heute von den Großen wirtschaftlich abhängig) und die sozialistischen Länder (sie werden namentlich nicht genannt, doch sind keineswegs die von Moskau abhängigen Nationen gemeint)."
"50","1988-07-29","Zeitung","Die Zeit, 29.07.1988","CeauÅYescu Nicolae, der zerstören und hungern läßt; der den langsamen psychischen Tod einer ganzen Nation auf dem Gewissen hat; der der Hauptstadt Bukarest schon sein Tabula-rasa-Talent bewiesen hat:"
"51","1983-09-09","Zeitung","Die Zeit, 09.09.1983","Ein Drittel der Nation war arbeitslos, und mehr als die Hälfte litt zumindest indirekt unter den Folgen der Depression, doch gab es auch damals Millionen, die weiter im Wohlstand lebten, denen sinkende Zinsen und fallende Preise den billigen Erwerb riesiger Vermögen erlaubten und die Präsident Franklin Delano Roosevelt wegen seines New Deal des Verrats an den Idealen der Nation bezichtigten."
"52","1982-08-20","Zeitung","Die Zeit, 20.08.1982","Alle Hinweise auf die ""deutsche Nation"", auf ""alle Deutschen"", auf die ""Lebensinteressen der Nation"" im geteilten Deutschland wurden gestrichen."
"53","1983-06-24","Zeitung","Die Zeit, 24.06.1983","Das Eintauchen in die Kranke Nation wirkte auf ihn wie ein Gesundbrunnen; erstmals seit dem Attentat lebte er physisch auf."
"54","1976-02-06","Zeitung","Die Zeit, 06.02.1976","Auf die gesamt(ost- und Westdeutsche Nation verschwendete er nur ein paar Minuten, anders als vor einem Jahr - damals hatte er das Thema ""Nation"" eine Stunde lang variiert."
"55","1970-01-23","Zeitung","Die Zeit, 23.01.1970","Den Begriff der Nation bezeichnete er als das fortwährende Zusammengehörigkeitsgefühl der Menschen eines Volkes."
"56","1979-11-16","Zeitung","Die Zeit, 16.11.1979","Sie hebt weder das Souveränitätsrecht der Nationen zur Kriegführung noch die Existenz der Rüstungen auf."
"57","1983-01-07","Zeitung","Die Zeit, 07.01.1983","1776 erschien ""Der Reichtum der Nationen"" von Adam Smith."
"58","1986-02-28","Zeitung","Die Zeit, 28.02.1986","Wie bereits im Frühjahr 1985, eroberten die Iraner irakische Stellungen in einem Gebiet etwa 300 Kilometer nordöstlich von Bagdad - am gleichen Tag, an dem in New York der Sicherheitsrat der Vereinten Nationen zur Einstellung des Krieges aufrief."
"59","1980-08-01","Zeitung","Die Zeit, 01.08.1980","Woher also kann man hoffen, daß Schmidt (wenn er mit dem starken linken Flügel, darunter so moralisch denkenden Männern wie Bahr, Wehner, Brandt, alleingelassen wird) der Nation die fast unerträgliche Last der Nachrüstung doch aufbürden kann?"
"60","1970-03-20","Zeitung","Die Zeit, 20.03.1970","3. Aufgabe der praktischen Politik in den jetzt vor uns liegenden Jahren ist es, die Einheit der Nation dadurch zu wahren, daß das Verhältnis zwischen den Teilen Deutschlands aus der gegenwärtigen Verkrampfung gelöst wird."
"61","1987-09-11","Zeitung","Die Zeit, 11.09.1987","Trotz dieser alarmierenden Erkenntnisse haben sich die obersten Gesundheitswächter der Nation bis heute nicht zu einem Verbot des Chlorpromazins durchringen können."
"62","1970-03-13","Zeitung","Die Zeit, 13.03.1970","Sie kauften in den von verschiedenen Nationen (unter anderem von der Bundesrepublik, der Schweiz, Frankreich, Indien, Polen und der UdSSR) eingerichteten Pavillons Waren, die sonst nur selten und teuer in Addis Abeba angeboten werden."
"63","1984-08-31","Zeitung","Die Zeit, 31.08.1984","Das gleiche gilt für die eigentliche Präsidentschaftswahl, in der die Nation traditionsgemäß alle vier Jahre zu sich selber findet."
"64","1974-03-08","Zeitung","Die Zeit, 08.03.1974","Der berühmte Massen-Skilanglauf wurde von mehr als achttausend Läufern aus 18 Nationen bestritten, darunter 150 Deutsche."
"65","1976-01-23","Zeitung","Die Zeit, 23.01.1976","Die vom Ersten Kongreß der Vereinten Nationen im Jahre 1955 aufgestellten einheitlichen Mindestgrundsätze fordern nämlich nicht, daß alle Gefangenen einen Einzelraum für die Nacht haben müssen."
"66","1972-10-20","Zeitung","Die Zeit, 20.10.1972","Auf die These vom Fortbestand der deutschen Nation gründet die Bundesregierung schließlich die nach wie vor bestehende Zielsetzung ihrer Deutschlandpolitik, die innerdeutschen Beziehungen so zu gestalten, daß eine künftige Wiedervereinigung der beiden getrennten Teile Deutschlands dadurch nicht verhindert wird."
"67","1989-12-22","Zeitung","Die Zeit, 22.12.1989","Noch so große Schuld einer Nation kann nicht durch eine zeitlos verordnete Spaltung getilgt werden."""
"68","1977-11-04","Zeitung","Die Zeit, 04.11.1977","Vor wenigen Wochen wagte er sich auf der 32. Generalversammlung der Vereinten Nationen noch nicht über Lippenbekenntnisse hinaus, wie sie auch auf der im Sommer in Paris zu Ende gegangenen Konferenz für Internationale Wirtschaftliche Zusammenarbeit (KIWZ) abgegeben wurden."
"69","1971-10-15","Zeitung","Die Zeit, 15.10.1971","""Ein Deutscher, gut fünfzigjährig und geprägt durch diese Vergangenheit, wagt hier Grenzüberschreitungen, schmeckt fremde Nationen ab."
"70","1983-10-28","Zeitung","Die Zeit, 28.10.1983","""Ich glaube, es ist die letzte Chance für die Nation ... Entweder kommen wir aus dem Sumpf wieder heraus oder wir stürzen in die totale Lähmung - für immer."""
"71","1973-09-28","Zeitung","Die Zeit, 28.09.1973","Henry Kissingers erste Amtshandlung als neuer Außenminister der Vereinigten Staaten war am Montag eine Rede vor den Vereinten Nationen."
"72","1970-01-06","Zeitung","Die Zeit, 06.01.1970","Er war Präsident der Oxford Union, der Redeschmiede der Nation, und dachte zunächst an eine politische Karriere unter den Flügeln der Konservativen Partei."
"73","1981-07-03","Zeitung","Die Zeit, 03.07.1981","Diese vier Nationen saßen ja damals in Nürnberg über deutsche Kriegsverbrecher zu Gericht."
"74","1971-10-22","Zeitung","Die Zeit, 22.10.1971","Die europäischen Nationen reagierten jede auf ihre eigene, sehr charakteristische Weise:"
"75","1974-10-11","Zeitung","Die Zeit, 11.10.1974","Noch gab es legitime, unerfüllte Forderungen der deutschen Nation; die ""militärische Gleichberechtigung"" (bis 1936), die Lösung der sogenannten ""Korridor-Frage""; die Deutschen hatten Anspruch auf ein nicht durch polnisches Territorium durchbrochenes Staatsgebiet."
"76","1980-05-02","Zeitung","Die Zeit, 02.05.1980","Zeichen geschichtlicher Ereignisse und Ideale, mit denen man einst zur Nation und zum Staat wurde."
"77","1985-05-10","Zeitung","Die Zeit, 10.05.1985","Ein Dokument westlicher Nationen, in dem festgestellt wird, ""Wir haben aus der Geschichte gelernt"", hat zumindest Neuigkeitswert."
"78","1972-06-23","Zeitung","Die Zeit, 23.06.1972","Dieses Programm soll, so empfahl die Konferenz in Stockholm, von einem Umweltschutzgremium der Vereinten Nationen geleitet werden."
