"No.","Date","Genre","Bibl","Hit"
"377","1920-12-31","Belletristik","Schaeffer, Albrecht: Helianth I, Bonn: Weidle 1995 [1920], S. 20","Chalybäus, seinen dicken Schnurrbart mit beiden Händen windend und drehend, daß die Spitze der schön gebogenen Nase sich krümmte, lächelnd und nach allen Seiten blitzend mit Zähnen und blauen Augen, bejahte mit seiner tönenden Tenorstimme, begrüßte zunächst Georg in homerischer Sprache, weil der in Griechenland gewesen sei, dem Lande der Hellenen, vergaß völlig die Frage des Herzogs, die in Magdas ängstlichem Blick brannte, und stürzte sich mit Feuereifer in einen Bericht über seinen Morgenritt, den Stand irgendwelcher Feldarbeit und betrunkene Polen."
"378","1921-12-31","Wissenschaft","Jung, Carl Gustav: Psychologische Typen. In: ders., Gesammelte Werke, Bd. VI, Zürich u. a.: Rascher 1967 [1921], S. 245","Hermas begab sich hinaus aufs Land, an die verabredete Stelle."
"379","1925-05-19","Zeitung","Tucholsky, Kurt: Die Reliquie. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1925]","»In diese muselmanischen Länder ziehen, wo man bei jedem Schritt über ein Serail stolpert, das stumm und rosenduftend zwischen Sykomoren Steht . . ."
"380","1929-06-18","Zeitung","Tucholsky, Kurt: Auf dem Nachttisch. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1929]","Er spricht auf zwei Seiten, den beiden ersten, über die Prozesse, die der Selige aus Doorn gegen Piscator angestrengt hat; solche Laute sind bei uns zu Lande unerhört, wo man die steckengebliebene Untertanenhaftigkeit als Rechtsgefühl ausgibt, während Rode richtig dartut, daß einer, der sein Leben lang über dem Recht gestanden hat, nun nicht plötzlich wie eine Gemüsefrau klagen kann."
"381","1921-03-08","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 08.03.1921","Eine derartige Anspannung der deutschen Leistungsfähigkeit sei nur möglich, weil Deutschland wirklich fest entschlossen sei, die einmal übernommenen Verpflichtungen für die Wiedergutmachung auszuführen und weil gerade die deutsche Arbeiterschaft in den verwüsteten Ländern helfen wolle . Er könne gerade auf Grund der deutschen Erfahrungen bezüglich der Wohnungsnot für die Regelung der Wohnungsfrage nützliche Vorschläge machen, bzw. die in Deutschland fabrikmäßig hergestellten Typen von Standard-Häusern liefern, wodurch der Wohnungsnot am schnellsten abgeholfen werden könne."
"382","1932-04-20","Zeitung","Archiv der Gegenwart, Bd. 2, 20.04.1932, S. 298 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Die Methoden einer wirtschaftlichen Zusammenarbeit der Donaustaaten müssen unter dem Gesichtspunkte einer rationellen Organisation der verschiedenen Produktionszweige entsprechend den natürlichen Bedingungen in jedem Lande gewählt werden, dergestalt, daß die Vorteile einer großen wirtschaftlichen Einheit nach und nach erlangt werden."
"383","1928-12-31","Belletristik","Renn, Ludwig [d. i. Vieth v. Golßenau, Arnold Friedrich]: Krieg - Nachkrieg, Berlin: Aufbau-Verl. 1951 [1928], S. 45","Dieses Land ekelte mich an."
"384","1932-03-30","Zeitung","Archiv der Gegenwart, Bd. 2, 30.03.1932","Die mandschurische Regierung hat die Salzmonopolverwaltung für das Land von der chinesischen abgetrennt und gleichzeitig die Garantie übernommen, den Dienst der Anleihen, die auf das Monopol sichergestellt sind, aufrechtzuerhalten. (L. B. 246 D.)"
"385","1928-12-31","Gebrauchsliteratur","Wohlmuth, Alois: Ein Schauspielerleben, Ungeschminkte Selbstschilderungen von Alois Wohlmuth. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 75652","Erhoben sich im Land Bordelle.«"
"386","1926-12-31","Belletristik","Grimm, Hans: Volk ohne Raum, München: Langen 1932 [1926], S. 1185","Er will dort abwarten, bis der Friede geschlossen ist und das Land wieder deutsch wird."
"387","1921.0","Gebrauchsliteratur","§ 3 Staatsvertrag betreffend den Übergang der Wasserstraßen von den Ländern auf das Reich (Anhang zum Gesetz über die vermögensrechtlichen Verhältnisse der Bundeswasserstraßen) (WaStrÜbgVtr), 1921.","Jedoch verbleiben die von den Ländern bereits erbauten oder im Bau begriffenen Kraftwerke im Eigentum der Länder."
"388","1923-12-31","Wissenschaft","Lukács, Georg: Geschichte und Klassenbewußtsein, Neuwied u. a.: Leuchterhand 1970 [1923], S. 134","Und |zwar nicht nur in den Fällen, wo es sich um glatten Raub von Land, Sklaven usw. handelt, sondern auch in sogenannten friedlichen, »ökonomischen« Beziehungen."
"389","1926-05-27","Zeitung","Tucholsky, Kurt: Der rasende Kommis. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1926], S. 4426","Eben das gilt in einem kultivierten Lande nicht als Originalität, sich eine Zigarrenkiste auf den Kopf zu setzen, um nur ja anders auszusehen als der Nachbar, und eine Sechserindividualität verfängt in Frankreich kaum."
"390","1925-12-31","Belletristik","Kisch, Egon Erwin: Der rasende Reporter, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1925], S. 72","[...] ""Alle Welt sagt, daß Jeppe trinkt - aber niemand sagt, warum er trinkt"", und Hermann Bang, der mit den Fingerspitzen dichtete, und Thorvaldsen, der uns zwar heutzutage ein wenig langweilt, aber der doch immerhin ein nordischer Hellene war, und Holger Drachmann, der viel vertrug und nach dem deshalb hier eine Weinstube heißt, und Graf Bernsdorff, der dem vergessenen deutschen Klassiker H. P. Sturz (siehe ""Klassischer Journalismus"") hier eine Zufluchtsstätte bot, aber selbst aus dem Lande mußte, als Dr. Struensee mit der Königin ein Verhältnis anfing und darum geköpft wurde (siehe Film), und Gjellerup, der den Nobelpreis bekam - aber mir scheint es, daß ich ihn mit Geijerstam verwechsle, der ein Schwede ist, und so weiter und so weiter. [...]"
"391","1928-03-04","Zeitung","Völkischer Beobachter (Reichsausgabe), 04.03.1928","Es war die ""Schweinelegende"", die im Wahljahr 1924, nicht zuletzt aus politischen Gründen, durch das Land getragen wurde."
"392","1927-03-04","Zeitung","Tucholsky, Kurt: Übersetzer. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1927], S. 5079","Das internationale Urheberrecht hat diese so wichtige Sache kaum geregelt, und wenn es sich nicht um einen sehr mächtigen Autor handelt, dann ist der Schöpfer des Werkes ziemlich ohne Einfluß auf die Gestalt, in der sich sein Kind im andern Lande präsentiert."
